gen_id,cls,idx,attrs,text,raw,dedup_kept,judge_label,judge_conf,outcome
anxiety_0014,anxiety,14,"{'persona': 'someone recently unemployed', 'trigger': 'sleep problems', 'register': 'long and rambling with run-on sentences', 'length': 'long'}","okay i just cant stop thinking about this interview i have tomorrow and my boss is going to fire me for sure i mean why else would they bother calling me in to talk about my future at the company it's not like i'm doing anything wrong but ugh just thinking about it is making my chest feel all tight and anxious i can feel my heart racing and i just wanna crawl under a rock and hide.

i keep replaying this conversation in my head and it's just getting worse and worse every time i think about all the things that could go wrong i'm like 50% sure i'm going to mess it up and they're going to let me go i can just see the words being spoken ""we're going to have to let you go"" and i'm like dying inside i swear my palms are sweating just thinking about it.

and it's not just the interview itself it's the whole situation i've been job searching for months and i still haven't found anything stable i'm starting to think i'll never be able to find a job that pays the bills and it's just so frustrating and scary because what am i supposed to do now i'm just sitting here at home with no money and no prospects and i feel like i'm running out of options.

i just wish i could sleep at night but my brain is always racing and i keep thinking about all the what-ifs and the maybes and the could-haves it's like my mind is stuck in this perpetual state of anxiety and i don't know how to escape it even when i try to relax i can still feel the tension building up inside me like a slow-moving storm cloud that's just waiting to unleash its fury on me.

i know i need to try to calm down and focus but it's hard when my brain is working overtime to come up with worst-case scenarios and scenarios that are even more dire than that my mind is a runaway train and i'm just a passenger stuck on the track unable to do anything but hold on for dear life and hope we make it through without any major derailments.",,True,anxiety,0.9995967149734497,agree
anxiety_0016,anxiety,16,"{'persona': 'a university student in exam season', 'trigger': 'a relationship breakup', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'long'}","i keep thinking about what will happen if i see him tomorrow. we're supposed to meet for brunch, and i know he's going to tell me that he's done, that it's over between us. the thought of it makes my chest feel like it's going to crack open and my heart is going to fly out of my body. i try to breathe deeply, but my lungs feel like they're going to give out on me.

i keep replaying our last conversation in my head, wondering if i did something wrong, if i should've said something differently. but the more i think about it, the more i'm convinced that i didn't. i was just trying to be honest with him, to tell him how i felt. but i guess that wasn't good enough for him.

i keep thinking about what my life will be like without him. will i be happy? or will i just be miserable all the time? will i be able to find someone else who loves me for who i am? or will i be stuck in this limbo, wondering what could've been.

i try to focus on the present, on my exams and my coursework, but my mind keeps wandering back to him. what if we don't even talk for a while? what if he disappears from my life completely? the thought of it is suffocating me.

i know i need to try to move on, to focus on myself and my own well-being. but it's hard when all i can think about is what's happening to him, and what's going to happen to us. i just wish i could fast forward to a time when none of this matters, when i don't have to think about him at all. but until then, i'm stuck in this constant state of uncertainty and anxiety, wondering what's going to happen next.",,True,anxiety,0.9902837872505188,agree
anxiety_0017,anxiety,17,"{'persona': 'a recently divorced person', 'trigger': 'an anniversary of a hard event', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'short'}",i'm supposed to go to my ex's birthday party tomorrow and i'm already freaking out what if i run into them what if they have someone new can i even do this on my own or will i just end up crying in the bathroom,,True,anxiety,0.9587770104408264,agree
anxiety_0018,anxiety,18,"{'persona': 'a night-shift worker', 'trigger': 'family conflict', 'register': 'long and rambling with run-on sentences', 'length': 'short'}","i dont know how im gonna make it thru the next few days, every time my mind starts to wind down after a late shift, i get hit with thoughts of the family meeting tomorrow, my sister and i always seem to clash and it makes me so anxious i can feel my heart racing just thinking about it, my chest gets all tight and my lungs feel like they're gonna suffocate me, why can't we just get along??",,True,anxiety,0.9842396378517151,agree
anxiety_0019,anxiety,19,"{'persona': 'someone recently unemployed', 'trigger': 'social situations', 'register': 'long and rambling with run-on sentences', 'length': 'medium'}","i feel like i'm drowning in a sea of uncertainty as i think about all the social situations i have to navigate now that i've been out of work for a few months, i keep imagining all these awkward conversations and gatherings where i'll have to pretend to be fine when really i'm just a mess, my mind racing with thoughts of what could go wrong and what people will think of me, my heart racing in my chest and my palms sweating just thinking about it, i try to take deep breaths but my body feels like it's tensed up and ready to bolt at any moment, i see people laughing and smiling and having the time of their lives and i just feel so out of place, like i'm stuck in a never-ending nightmare where i'm the only one who's really struggling, but nobody else gets it, i just feel like i'm faking it until i make it, but what if i'm not good enough, what if i'm just pretending to be someone i'm not, and the more i think about it, the more my anxiety spirals out of control",,True,anxiety,0.9972415566444397,agree
anxiety_0020,anxiety,20,"{'persona': 'a middle-aged caregiver', 'trigger': 'pressure at work or school', 'register': 'hesitant, lots of qualifiers like ""idk"" and ""maybe""', 'length': 'medium'}","i'm literally dreading tomorrow's staff meeting at work, idk how i'm gonna get through it... the thought of those managers scrutinizing my reports and i'm just totally unprepared, makes me wanna crawl under a rock. my mind keeps racing, worst-case scenarios popping up left and right - what if i forgot to account for the quarterly projections? what if the new policy messes up our client relationships? i can already feel my chest tightening, like a vise is squeezing the breath outta me. maybe i'm just being paranoid, but what if i'm not doing enough? the what-ifs just keep spiraling outta control, my anxiety spiking with each new possibility. i just wish i could sleep tonight, so tomorrow's got a chance to breathe a little easier, you know? idk if that's even possible, though...",,True,stress,0.9704393744468689,disagree
anxiety_0021,anxiety,21,"{'persona': 'a high-school student', 'trigger': 'money problems', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'medium'}",i just got a letter from my mom's doctor and i'm freaking out. apparently she's running low on medication and they need her to go to the hospital for a specialist to help her get some more. i'm trying to stay calm but my heart is racing like crazy and my chest feels tight. i keep thinking about all the things that could go wrong. what if they can't find a specialist on time? what if she needs to take some time off work? i know she can't just stop working but what if she can't pay her bills? i'm trying not to think about it but it's hard not to worry about something that hasn't even happened yet. my mind is racing with all these what-ifs and i just feel so helpless. i wish there was a way to make this all go away,,True,anxiety,0.9480582475662231,agree
anxiety_0022,anxiety,22,"{'persona': 'a recent graduate living back home', 'trigger': 'sleep problems', 'register': 'short and blunt', 'length': 'medium'}","i'm literally sweating at my desk right now. i've got a huge project due in two weeks and my mind is racing with all the things that could go wrong. what if i don't meet the deadline? what if my code is full of bugs? what if my supervisor sees the bare minimum i've done and throws me out of the program? i can feel my heart pounding in my chest and i'm having trouble breathing. every time i try to focus, my brain starts thinking about all the things that could go wrong. i know it's irrational but can't shake off the feeling of impending doom. i just want to pack it all in and move back in with my parents, but i know that's not the answer. i need to calm down and start working on this. ugh, why is my anxiety so bad right now?",,True,anxiety,0.9879426956176758,agree
anxiety_0024,anxiety,24,"{'persona': 'a night-shift worker', 'trigger': 'family conflict', 'register': 'short and blunt', 'length': 'medium'}","i just got off shift and im still reeling from the convo i had with my fam last nite. we were all talking about moving back in together and i swear i just felt my heart drop into my stomach. my mind is racing with all the what ifs - how im gonna pay rent on time, how we're gonna split the bills, how we're all gonna get along. i keep expecting some kinda explosion to go off in my chest at any minute. im trying to calm down but it's hard when all i can think about is the possibility of it all falling apart. my chest is still tight and my breathing is shallow. i just wish they'd just talk to me about it instead of leaving me feeling like im on the outside looking in. why can't we just get along?",,True,stress,0.9968206286430359,disagree
anxiety_0025,anxiety,25,"{'persona': 'a new parent', 'trigger': 'an anniversary of a hard event', 'register': 'long and rambling with run-on sentences', 'length': 'short'}","today's anniversary of my daughter's hospitalization is like a ticking time bomb in my chest, the fear of losing her again screaming in my ears but what if something happens to her at school tomorrow or at a friend's house or at a concert and i'm not there to catch her if she falls i feel my heart racing just thinking about it and my chest is so tight i can barely breathe the memories of that day haunt me but what if tomorrow is even harder",,True,anxiety,0.9806933403015137,agree
anxiety_0026,anxiety,26,"{'persona': 'a person living alone in a new city', 'trigger': 'an upcoming deadline or exam', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'long'}","i keep lying in bed thinking about tomorrow's exam and i just can't shake off the feeling of dread that's been building up inside me for weeks now. what if i don't study enough? what if i forget something important? what if i'm not prepared enough to face those questions? my mind starts racing with all the things that could go wrong and i just can't seem to turn it off.

i try to focus on my breathing but it's like my lungs are still trying to catch up with me. i can feel my heart pounding in my chest and my palms are sweating just thinking about the pressure. every time i try to drift off to sleep, i'm hit with a wave of anxiety that makes me feel like i'm drowning in my own worst fears.

i know i've been studying hard but it's just not enough, right? i mean, what's the point of studying if i'm just gonna freeze up when it counts? i feel like i'm staring into a void and i have no idea how to fill the gap. i've been trying to distract myself with shows and movies but even that's not working.

i just wish i could be more confident in myself, but every time i try to think positively, my mind starts to spiral out of control. what if i'm not good enough? what if i'm just pretending to be something i'm not? ugh, my head is spinning just thinking about it.

i know i need to calm down and focus on the present moment, but it's hard when all i can think about is the looming deadline and the uncertainty that comes with it. maybe i'll just end up like everyone else, stuck in a never-ending cycle of anxiety and self-doubt. ugh, why do i always have to be so hard on myself?!",,True,anxiety,0.9761903882026672,agree
anxiety_0027,anxiety,27,"{'persona': 'a university student in exam season', 'trigger': 'sleep problems', 'register': 'long and rambling with run-on sentences', 'length': 'short'}",i'm literally counting down the hours till my 3am exam and my mind is already racing with worst-case scenarios - what if i forget everything on the night before? what if i'm so nervous i mess up the first question? my chest is already feeling tight and my heart is racing like crazy just thinking about it and all i can do is lie here in the dark trying to calm myself down,,True,anxiety,0.9361200928688049,agree
anxiety_0028,anxiety,28,"{'persona': 'a person living alone in a new city', 'trigger': 'pressure at work or school', 'register': 'short and blunt', 'length': 'medium'}","i'm sitting here staring at my laptop screen, trying to make a plan for tomorrow's project, but my mind is a complete mess. what if i miss the deadline? what if i don't get the funding? what if i have to present this whole thing to the whole department and fail? i can feel my chest tightening up just thinking about it. i try to take deep breaths, but my heart is racing like crazy. my palms are sweating too. i'm trying to focus on the presentation, but all i can think about is the worst-case scenario. what if i trip on stage and embarrass myself? or what if i say something stupid and everyone thinks i'm an idiot? ugh, why did i think i could handle this? i'm all alone in this city and i have no one to talk to about this. i just wish i could calm down and think this through rationally, but my brain is just spinning with all these worst-case scenarios",,True,anxiety,0.9841898679733276,agree
anxiety_0029,anxiety,29,"{'persona': 'a recently divorced person', 'trigger': 'money problems', 'register': 'short and blunt', 'length': 'long'}","i've been going over the divorce settlement in my head nonstop and i just can't shake the feeling that we're going to end up on the wrong side of the law. what if one of them finds out about the money we concealed from the court? i keep replaying every conversation, every transaction, every whispered agreement in my head and i just know i'm going to lose my shirt. my heart is still racing from the last time i talked to my ex's lawyer and i can feel my chest tightening up just thinking about it.

i've been living off my savings for months now and it's running out faster than i thought. i've got bills piling up and no income coming in. what if we can't pay the mortgage? what if we lose the house? i feel like i'm drowning in debt and i don't know how to keep my head above water. my mind is a jumble of worst-case scenarios and i just can't seem to calm down.

i know it's been months since the divorce was final and everyone says i should be moving on, but it's hard when i'm still worried about making ends meet. i've been scouring the internet for work, applying to every job under the sun, but it's like no one wants to hire a divorcee. i feel like i'm invisible. my palms are sweating just thinking about the possibilities and my mind is racing with questions. what if i end up on the streets? what if i have to sell my car? what if... ugh, i just can't shake this feeling of impending doom.

i know i'm not alone, but it feels like i'm the only one struggling like this. everyone else seems to be doing just fine, but what about the ones who aren't so lucky? i just wish i could find some peace of mind, but it's like it's being torn out of my body by an invisible force. i'm tired of feeling this way, tired of living in fear of the unknown. can someone just give me a break and tell me it's going to be okay?!",,True,stress,0.9992815852165222,disagree
anxiety_0030,anxiety,30,"{'persona': 'a recently divorced person', 'trigger': 'loneliness and isolation', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'short'}",im sitting in my empty apartment and i just thought about the upcoming holiday gathering at my ex's new place cant believe im still invited after everything that went down my heart is racing and my chest feels tight just thinking about all those smiling faces and forced conversations i need to go and pretend to be okay but what if i cant fake it,,True,anxiety,0.9527640342712402,agree
anxiety_0032,anxiety,32,"{'persona': 'a university student in exam season', 'trigger': 'money problems', 'register': 'hesitant, lots of qualifiers like ""idk"" and ""maybe""', 'length': 'short'}","idk if i can make it through these next few weeks, my bank account is literally crying itself to sleep at night and i'm seriously stressing about exams, what if i don't pass and i end up in debt? my heart is racing just thinking about it, every breath feels like a struggle, maybe i should just tell my prof about the situation, but idk if that's even an option, idk if i can handle it",,True,stress,0.9689921140670776,disagree
anxiety_0033,anxiety,33,"{'persona': 'a recent graduate living back home', 'trigger': 'sleep problems', 'register': 'hesitant, lots of qualifiers like ""idk"" and ""maybe""', 'length': 'long'}","idk if im just being paranoid but every time i hear a weird noise outside my apartment i start freaking out like im gonna have to deal with another situation with my sister or something. like maybe she needs help with her kid or her car broke down or something. and i know it sounds irrational but it just feels like my anxiety is on the verge of boiling over.

i try to tell myself its just my brain being dramatic but honestly it feels like every little thing is a sign that something is off. and yeah i know im a functioning adult and im not gonna let a little weird noise or whatever ruin my life but idk maybe that's just what im telling myself. 

i'm so tired of sleepless nights and waking up in a cold sweat thinking about the worst-case scenario. i feel like im stuck in some kind of nightmare and i dont know how to wake up. i'm trying to remind myself that most things are gonna be fine but the not knowing is killing me. i mean i have a degree and i'm making a decent living and stuff but what if i get stuck in this rut for the rest of my life? what if i'm not good enough? the thought of it is making my heart racing and my chest feels all tight and constricted. i'm trying to breathe through it but its hard when all i can think about is what could go wrong. i'm just really scared of being stuck in this cycle of anxiety and i dont know how to break free. i guess im just hoping that someday im gonna be able to look back on this stuff and laugh at how ridiculous it all was. till then im just gonna try to get through each day without losing my mind",,True,anxiety,0.9902833700180054,agree
anxiety_0034,anxiety,34,"{'persona': 'a university student in exam season', 'trigger': 'social situations', 'register': 'long and rambling with run-on sentences', 'length': 'medium'}",i cant even begin to describe how my palms are sweating and my heart is literally racing just thinking about my psych exam tomorrow cant i just fast forward through the whole thing i swear i've studied for months but what if i don't remember everything what if i'm just paralyzed with fear or make a complete fool of myself in front of all my classmates,,True,anxiety,0.9508760571479797,agree
anxiety_0036,anxiety,36,"{'persona': 'a recently divorced person', 'trigger': 'an upcoming deadline or exam', 'register': 'short and blunt', 'length': 'long'}","i just got the final paper back from my ex's lawyer and it's been a nightmare trying to process every single thing she threw at me. apparently, every single asset we had together is up for grabs, and i'm supposed to meet this huge lump sum payment in the next week. and to make matters worse, i have this huge exam coming up and i'm literally panicking about it. i mean, what if i fail? what if i get stuck in debt and can never move on from this guy? every time i try to relax, my mind starts racing and i can feel my chest getting tighter and my breaths getting shorter. i tried to call my mom to talk it through, but even her calm voice and words of encouragement couldn't shake off this feeling of impending doom. i keep thinking about all the things that could go wrong and my heart is literally racing with fear. i know i need to focus on my exam, but all i can think about is this huge weight bearing down on me. and honestly, i'm starting to doubt myself - am i good enough? can i really do this on my own? i've been trying to convince myself that everything is gonna be okay, but deep down, i know i'm just running from the reality of it all. i feel like i'm stuck in this never-ending cycle of anxiety and uncertainty, and i don't know how to break free",,True,stress,0.9639900326728821,disagree
anxiety_0037,anxiety,37,"{'persona': 'a young professional', 'trigger': 'no single clear trigger', 'register': 'hesitant, lots of qualifiers like ""idk"" and ""maybe""', 'length': 'short'}","ugh, tomorrow's presentation is looming and i'm already dreading it... idk how i'm gonna get through it, my mind's already racing with what-ifs and maybes - what if i mess up, what if they ask me a question i don't know the answer to? my heart's been racing all day and my chest feels like it's been squished into a tiny box. maybe i'll just say nothing and hope no one notices... but what if that's just as bad?!",,True,anxiety,0.9778245091438293,agree
anxiety_0038,anxiety,38,"{'persona': 'a night-shift worker', 'trigger': 'money problems', 'register': 'long and rambling with run-on sentences', 'length': 'short'}",i just got back to my tiny apartment and all i can think about is how the electricity bill is gonna be jacked up again because i'm still working 3 jobs and i know my paycheck is gonna be late and i'm already 3 weeks behind and my chest is tight and my heart is racing just thinking about it and i feel like i'm drowning in debt and can't catch my breath and i just wanna crawl under a blanket and hide from the anxiety that's suffocating me,,True,stress,0.9773333072662354,disagree
anxiety_0039,anxiety,39,"{'persona': 'a university student in exam season', 'trigger': 'pressure at work or school', 'register': 'long and rambling with run-on sentences', 'length': 'short'}",i just started thinking about midterms and my mind is a total disaster cant even sit in class without worrying about all the things that could go wrong i feel like my chest is shrinking or something and my thoughts are a million miles an hour i keep replaying every essay i've ever written in my head what if i forgot everything what if i run out of time what if i fail,,True,anxiety,0.9841170310974121,agree
anxiety_0040,anxiety,40,"{'persona': 'a night-shift worker', 'trigger': 'a health scare', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'medium'}",i cant sleep im watching the clock ticking away the seconds till i get to the hospital in the morning for my appointment with the cardiologist i keep thinking about what could be wrong with me heres what they say in the tests but what if its something they cant find anything i can feel my heart racing just thinking about it my chest is tight and i can feel my breath catching in my throat im trying to calm myself down but my mind keeps racing with all the what ifs what if i have something serious what if i need surgery i need to be able to face this tomorrow but i cant shake off the feeling of dread thats been following me all night i just want it to be over i just want to know what i have to do next,,True,anxiety,0.999376118183136,agree
anxiety_0041,anxiety,41,"{'persona': 'a middle-aged caregiver', 'trigger': 'family conflict', 'register': 'short and blunt', 'length': 'short'}","i'll never be able to keep up with them, no matter how hard i try. they're just too much, too demanding, too hard to please. my chest is tight, my breaths come in short gasps and my mind is racing with all the things i need to do to prevent this inevitable fallout. when will i be enough?",,True,stress,0.905720055103302,disagree
anxiety_0042,anxiety,42,"{'persona': 'a person living alone in a new city', 'trigger': 'pressure at work or school', 'register': 'long and rambling with run-on sentences', 'length': 'long'}","i've been living in this new city for a few months now and everything is just so overwhelming - the noise, the crowds, the feeling of being completely lost and alone in a sea of strangers... but i guess that's not the worst part, it's just that i have this huge project due soon and i'm already starting to freak out, my mind is a million miles away from the task at hand and all i can think about is the looming deadline and the fear of not being able to meet it, what if i fail, what if i don't get the job, what if i'm stuck in this dead-end job forever and i can already feel the tightness in my chest and the pressure in my lungs, my heart is racing like crazy and my palms are sweating, i feel like i'm going to throw up or pass out or something, and it's not just the work stuff, it's everything, the city feels so isolating and i feel like i'm just one tiny cog in a huge machine and nobody really cares about me or my well-being, or if i even exist, it's just me against the world, trying to make a living and a life and somehow still manage to be a functioning member of society, but honestly, some days i just feel like i'm barely holding on, like i'm just pretending to be a functioning adult and that everyone else can see it too, and that's what's eating away at me, not just the pressure of the project, but the fear of being alone in this city with nobody to turn to, nobody to share the burden with, nobody to hold my hand through the darkest moments, and that's what's driving me crazy, the thought of being trapped in this life without a safety net, without a way to get out, without a way to be free, it's all just so suffocating and i don't know how much more of this i can take, i just feel like i'm drowning in a sea of uncertainty and i don't know how to keep my head above water...",,True,stress,0.9531381130218506,disagree
anxiety_0043,anxiety,43,"{'persona': 'a person living alone in a new city', 'trigger': 'an upcoming deadline or exam', 'register': 'long and rambling with run-on sentences', 'length': 'medium'}",i cant even breathe properly right now my chest feels like its squished in and i keep thinking about all the things that could go wrong tomorrow's exam my heart is racing like its gonna burst out of my chest i keep going over the notes and the questions in my head and i just feel like i'm never gonna be able to remember everything,,True,stress,0.9280320405960083,disagree
anxiety_0044,anxiety,44,"{'persona': 'a night-shift worker', 'trigger': 'loneliness and isolation', 'register': 'short and blunt', 'length': 'medium'}","i've got 6 hours till my shift starts but my mind's been running on empty for weeks now. been working night shift for months and its taking a toll on me. the thing is, tomorrow's my last one and i know i'll be moving on to day shifts. i'm not looking forward to it, though. i know its better for my mental health and stuff but what if i get stuck in some boring office all day? or what if my new coworkers don't like me? i can already imagine myself sitting alone at my desk, feeling like a total outsider. my heart's been racing all night, and my chest feels tight whenever i think about it. i'm not even sure if i'm ready to leave the darkness of my current routine behind",,True,stress,0.9908310174942017,disagree
anxiety_0045,anxiety,45,"{'persona': 'a high-school student', 'trigger': 'money problems', 'register': 'hesitant, lots of qualifiers like ""idk"" and ""maybe""', 'length': 'short'}",idk what's wrong with me but I'm getting these super vivid dreams about not getting the scholarship i really need for college and my parents are gonna be so disappointed. maybe it's just anxiety from stressing about this exam tomorrow but my chest feels tight and my palms are sweating. idk what's real and what's just my brain messing with me,,True,anxiety,0.9681822657585144,agree
