gen_id,cls,idx,attrs,text,raw,dedup_kept,judge_label,judge_conf,outcome
anxiety_0010,anxiety,10,"{'persona': 'someone recently unemployed', 'trigger': 'social situations', 'register': 'short and blunt', 'length': 'short'}","Ugh, tonight’s party was awful. Everyone just… talking. Like, actually talking. I couldn’t even look at people. Just wanted to disappear. Seriously need a bubble. My head’s buzzing.",,True,suicidal,0.9548819661140442,disagree
anxiety_0011,anxiety,11,"{'persona': 'a high-school student', 'trigger': 'social situations', 'register': 'long and rambling with run-on sentences', 'length': 'short'}","Ugh, I just... I don’t even know why I agreed to go to Sarah's party tonight, it’s just so loud and everyone’s laughing and I feel like I’m going to spontaneously combust, like I’m breathing too hard or something, and I just want to disappear, honestly, it’s always like this, isn’t it?",,True,anxiety,0.8751615881919861,agree
anxiety_0012,anxiety,12,"{'persona': 'a night-shift worker', 'trigger': 'pressure at work or school', 'register': 'short and blunt', 'length': 'long'}","Okay, seriously, I don’t even know what’s happening. It’s 3am and I’m staring at this spreadsheet, just… swimming. They keep piling on assignments for the presentation, like, *more* data to analyze, more slides to build. I told Mr. Harrison yesterday I was feeling slammed, he just said, ""Pull yourself together, kid. This is a competitive program."" Like that’s *helpful*.  It's not pulling myself together, it's like my brain is just… fizzing.  I keep re-reading everything, making tiny changes, then re-reading it again.  It’s a loop. And the pressure from my team, they’re all so confident, so sure they’re going to nail it, and I just feel like I’m going to fall apart. I keep picturing myself freezing up in front of the whole class, totally blanking.  It’s not even about the grade, it’s just… the *feeling*. This constant knot in my stomach. I keep washing my hands, like I’m trying to scrub away the anxiety, but it just gets deeper. My eyes are burning. I need coffee, but I’m terrified of jittering and making a bigger mess. I keep thinking about all the things that could go wrong, every possible way I could fail. It’s exhausting. Just…exhausting. I wish I could just disappear for five minutes, just breathe. Seriously, just five minutes.",,True,anxiety,0.8841984868049622,agree
anxiety_0013,anxiety,13,"{'persona': 'a middle-aged caregiver', 'trigger': 'no single clear trigger', 'register': 'short and blunt', 'length': 'long'}","Okay, seriously, I don’t even know where to start. It’s just… constant. Like a low-level hum of dread that’s always there. I feel jittery all the time, even when I’m just sitting down. My hands shake sometimes, especially when I’m making dinner. It’s stupid, I know, but it makes me feel like I’m failing at everything.

He’s… he’s doing okay, mostly. But it's *so* much. I’m his only support. And I feel like I'm constantly on edge, waiting for something bad to happen. Like a broken record playing in my head. “Is he sleeping okay? Did he take his meds? Is he hungry? Is he comfortable?” I check him constantly. It’s exhausting. I haven’t slept properly in weeks. Just tossing and turning, replaying everything, worrying about everything.

My husband thinks I’m stressed, which, yeah, I guess I am. But it’s more than that. It’s like… my brain just won’t shut off. It’s replaying everything, every little thing that could go wrong. I tried to go for a walk today, just to get out of the house, but I couldn’t even do it. I just sat on the porch and couldn’t breathe. My chest felt tight. I had to come back in. I just… I just want it to stop. I just want a few minutes of peace. Is that too much to ask? I feel so useless. Like I'm drowning and nobody can hear me.  It's just... too much.",,True,anxiety,0.8377089500427246,agree
anxiety_0014,anxiety,14,"{'persona': 'someone recently unemployed', 'trigger': 'sleep problems', 'register': 'long and rambling with run-on sentences', 'length': 'long'}","Okay so like seriously, I can’t even think straight. It’s just… everything feels so heavy, you know? I keep staring at the ceiling and it’s just, a blur, like it’s swimming around and I can’t focus on anything. I tried to watch a movie last night, a really dumb rom-com, and I literally fell asleep halfway through. Like, fully out, snoring. My roommate didn't even say anything, which is weird because she usually judges my terrible taste in movies. But honestly, I don’t even care about the movie anymore, or what anyone thinks. It’s just… the sleep is awful. It comes in waves, like, I’ll be wide awake for hours just staring into the dark, and then I’ll fall asleep instantly and wake up in the middle of the night completely drenched in sweat. It’s like my body is just trying to escape something, I don’t know what.

And the worrying... oh god, the worrying. It’s just a constant hum in the background, louder and louder. It started the minute they told me I was let go, you know? “Restructuring,” they said. Like I’m some kind of spreadsheet. I keep replaying everything in my head, all the things I could have done differently, all the mistakes I made. Did I not network enough? Was my presentation bad? Did I not seem enthusiastic enough? It’s just a loop, a horrible, endless loop. I keep telling myself it’s temporary, that I’ll find something else, but it feels so…permanent. Like this is it. Like this is how my life is going to be. It’s just… exhausting. I feel like I’m drowning, slowly, silently, and no one even knows I’m struggling. I just wish I could just... stop thinking. Or sleep. Or *feel* something other than this awful, hollow dread. I just keep going over and over it, like if I just repeat it enough times, it’ll go away, but it doesn't. It just gets worse.",,True,anxiety,0.8912674188613892,agree
anxiety_0015,anxiety,15,"{'persona': 'a high-school student', 'trigger': 'moving to a new place', 'register': 'short and blunt', 'length': 'long'}","okay seriously, this is a mess. i’m just… swirling. like, everything feels too loud. we moved like, two weeks ago and i haven’t even unpacked half my stuff. boxes are just… everywhere. it’s like a physical representation of how i feel, you know? a jumble. and everyone keeps saying “it’s a fresh start!” and “you’re going to love it here!” but it’s not. it’s just… different. and different is terrifying.

my room is the only place i can actually breathe sometimes. i keep staring at the walls, just trying to… i don’t know, stop the feeling. it’s like my brain is constantly running a simulation of everything that could go wrong. like, what if i can’t make any friends? what if i fail all my classes? what if i just… disappear? i keep replaying every awkward thing i ever said, every time i stumbled over my words. it’s ridiculous, i know, but it’s just… a constant loop.

Mom keeps asking if i’m ‘settling in’ and Dad just gives me this really polite, ‘everything’s fine’ look. they don't get it. they don't feel like my chest is a cage, or that my hands are always shaking. i tried to call Sarah, but i just… froze. couldn’t even say hi. it’s stupid, right? just a new town, new people, but it feels like the whole world is shifting underneath me and i’m just… stuck. i just need to lie down. please.",,True,anxiety,0.9344701170921326,agree
anxiety_0016,anxiety,16,"{'persona': 'a university student in exam season', 'trigger': 'a relationship breakup', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'long'}","okay seriously i can’t breathe. like, actual panic. it’s been three days since leo…you know. three days and it feels like a lifetime of everything awful all crammed into one really long, blurry afternoon. i keep replaying everything we said, every little thing, trying to find where it went wrong but there’s just…nothing. it wasn’t a huge fight, not really. just…quiet. him just looking at his phone and not talking. and then he said it. he said he needed space. space from *me*. like i was a problem or something.

i’m drowning in textbooks and caffeine and the constant feeling that i’m going to fail every single exam just because i can’t focus on anything except him. it’s stupid, i know, right? he’s gone and i have finals next week. but it's not just the exams, it’s everything. it’s the way my hands shake when i try to write, the way my stomach twists when i think about him, the way i just…can’t sleep. my roommate keeps asking if i’m okay and i just nod and say yeah yeah everything’s fine but it’s a lie. a big, ugly, desperate lie.

i keep scrolling through old pictures of us, stupid silly ones from that trip to the coast, and it just makes it worse. like a tiny little knife twisting in my chest. i just want to disappear, honestly. just vanish and not have to face any of this. i feel like i’m losing my mind a little bit, you know? like i’m floating in this endless ocean of worry and sadness and i don’t even know how to swim. i keep telling myself it’ll get better, that i’ll be okay, but right now…right now i just feel completely and utterly lost. this exam season is a nightmare but this is just…a whole other level of awful.",,True,anxiety,0.9354330897331238,agree
anxiety_0017,anxiety,17,"{'persona': 'a recently divorced person', 'trigger': 'an anniversary of a hard event', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'short'}","it’s the anniversary today… feels like yesterday happened and it’s still here. a knot in my stomach won't go away. just… everything feels too bright, too loud. like i’m underwater and can’t quite breathe.",,True,anxiety,0.9700755476951599,agree
anxiety_0018,anxiety,18,"{'persona': 'a night-shift worker', 'trigger': 'family conflict', 'register': 'long and rambling with run-on sentences', 'length': 'short'}","Ugh, it's just...so loud in my head tonight, like static and yelling all at once. Dad's on my case about everything, Mom's crying again, and little Leo just keeps asking why everyone's so mad at him. I can't even breathe properly, this pressure in my chest, it’s like I'm drowning but there's no water, just this awful, heavy feeling.",,True,anxiety,0.9959216117858887,agree
anxiety_0019,anxiety,19,"{'persona': 'someone recently unemployed', 'trigger': 'social situations', 'register': 'long and rambling with run-on sentences', 'length': 'medium'}","Okay, so like, this is just… a lot, you know? I keep thinking about tonight, the work party, and it’s already making my chest tighten. I don’t even *want* to go, really, but my sister keeps saying it’ll be good for me to, like, get out, reconnect, you know? Which is totally fine, but then I start picturing everyone talking about my job loss, or even just… looking at me, wondering what happened. It’s stupid, I know, completely irrational, but the thought of small talk just… drains me. I’ve been practicing saying “things are changing” over and over in my head, but it just feels so hollow and fake. I just want to disappear into my couch and watch bad movies, honestly, but I feel like I *have* to go. What if I say something wrong? What if I just… freeze? Ugh, I’m so tired of feeling this way.",,True,anxiety,0.9617469906806946,agree
anxiety_0020,anxiety,20,"{'persona': 'a middle-aged caregiver', 'trigger': 'pressure at work or school', 'register': 'hesitant, lots of qualifiers like ""idk"" and ""maybe""', 'length': 'medium'}","Okay, so this is just… a lot, you know? Work’s been insane. Mrs. Henderson keeps needing help with everything, and Mr. Davies just… doesn’t understand how to use the TV remote anymore. It's not *that* hard, but he gets so frustrated. And honestly, I’m just completely drained. I feel like I’m juggling a million things and one tiny drop is all it takes for everything to just… spill. I keep thinking about deadlines, and paperwork, and if I’m doing enough. Maybe I should just call in sick, but then what about Mrs. Henderson? I just don’t know what to do. My chest feels tight sometimes, like it’s trying to squeeze itself shut. It's weird, I just feel… overwhelmed. Like I’m going to crack. I don't even know why I'm typing this out, idk. Just needed to get it *somewhere* I guess.",,True,stress,0.9956119060516357,disagree
anxiety_0021,anxiety,21,"{'persona': 'a high-school student', 'trigger': 'money problems', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'medium'}","okay like seriously i don't know what to do. my parents are being so weird lately and it’s all about the bills and stuff. they keep saying we need to cut back on everything and i just… i don’t get it. like, we’re not *that* broke, are we? it feels like everything is just piling up. i keep thinking about how much i need that new laptop for school, and it’s just… gone. it’s like a weight on my chest i can’t shake off. i keep replaying conversations in my head, trying to figure out what i did wrong, but there’s nothing. i just feel so useless and stressed. i just wanna disappear sometimes, you know? it's all just too much to handle. i’m so tired of worrying about money.",,True,stress,0.9878121018409729,disagree
anxiety_0022,anxiety,22,"{'persona': 'a recent graduate living back home', 'trigger': 'sleep problems', 'register': 'short and blunt', 'length': 'medium'}","Ugh, seriously, I can’t sleep. Like, at all. My brain just… keeps going. It’s like a broken record playing all my stupid worries. Graduated, now I’m back here with my parents and it’s not helping. Everyone keeps asking about ""the future"" and it just makes me want to curl up in a ball. I keep tossing and turning, heart racing, trying to breathe, but it’s no use. It’s just… a lot. I feel like I’m drowning in everything and nothing at the same time. Just wanna close my eyes and disappear, but then I’ll be even more stressed about that. I just need… quiet. Please.",,True,anxiety,0.9660689234733582,agree
anxiety_0023,anxiety,23,"{'persona': 'a middle-aged caregiver', 'trigger': 'no single clear trigger', 'register': 'hesitant, lots of qualifiers like ""idk"" and ""maybe""', 'length': 'medium'}","Okay, so this is just… a lot. I don’t even know where to start. Everything feels kind of blurry, you know? Like looking through a rain-streaked window. I’m just… constantly on edge. It’s not like anything *specific* happened, it's just... everything. The phone keeps buzzing, I keep checking if they’re okay, even though they’re sleeping. I’m supposed to be relaxing, going for a walk maybe, but I just… can’t. My chest feels tight sometimes, like there’s a weight on it. I feel like I should be doing more, taking care of myself, but then I worry about them, and it just spirals. I just… idk. Maybe it’s the weather? Or maybe it’s just me. It’s exhausting, honestly. I just wish it would quiet down a little.",,True,anxiety,0.9925202131271362,agree
anxiety_0024,anxiety,24,"{'persona': 'a night-shift worker', 'trigger': 'family conflict', 'register': 'short and blunt', 'length': 'medium'}","Ugh, just…can’t breathe right. Mom and Dad are at it again. Loud voices, slamming doors. It's always something, isn't it? Like a record stuck on repeat, this constant fighting. My head is just buzzing, you know? Like static. I keep replaying everything they said, picking at it, trying to figure out what I did wrong, even though I didn't. It’s stupid. Everything feels too bright, too loud. I keep needing to go to the bathroom, just to splash water on my face. Seriously, I feel like I’m going to vibrate out of my skin. Just need to get through this shift. Just need it to be over.  Wish I could just disappear for a minute.",,True,stress,0.886724591255188,disagree
anxiety_0025,anxiety,25,"{'persona': 'a new parent', 'trigger': 'an anniversary of a hard event', 'register': 'long and rambling with run-on sentences', 'length': 'short'}","It’s… it’s the anniversary today, you know? Of everything. And it feels like the air is just thick with it, like I can practically taste the worry and the regret, and honestly I just can't shake this feeling of being completely overwhelmed, like a little boat tossed around in a really big ocean, i just... i don’t know what to do anymore.",,True,stress,0.9914048314094543,disagree
anxiety_0026,anxiety,26,"{'persona': 'a person living alone in a new city', 'trigger': 'an upcoming deadline or exam', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'long'}","okay seriously i don't know what's happening i just feel like i'm drowning like a really slow drowning where you're just gasping for air and can't quite get it right it's like this huge exam next week for intro to urban planning and i haven't even started properly i've been just staring at the textbook for like three hours now it’s just a blur of maps and zoning regulations and i keep skipping sections because i’m so overwhelmed i moved here like six months ago completely alone and i thought being independent would be great you know exciting but it’s just… loud and lonely and i keep expecting someone to call me or text me or anything but nobody does i keep replaying every single conversation i've had since i got here wondering if i said the wrong thing if i'm just… awkward and unlikable. and then the exam comes up and it’s like a second layer of panic. like if i fail this i’m going to have to figure out how to get back home which is a ridiculous thought but it keeps popping into my head. i keep telling myself to just breathe but it feels like my chest is tightening up and i’m sweating even though it’s only like 6pm. i feel like i’m going to throw up. i need to just do something anything to feel like i’m not completely falling apart maybe i’ll just order pizza and watch something mindless but even that feels… exhausting. i just wish i could just be calm for five minutes. just five minutes of not feeling this constant, buzzing anxiety. this city is amazing and beautiful but right now all i feel is terrified.",,True,stress,0.9570533633232117,disagree
anxiety_0027,anxiety,27,"{'persona': 'a university student in exam season', 'trigger': 'sleep problems', 'register': 'long and rambling with run-on sentences', 'length': 'short'}","okay so like seriously, i can’t sleep at all, my brain just keeps going and going and going over everything i need to know for these exams, it's just a constant buzzing feeling and i’m so tired but i can’t just turn it off, it’s like a record stuck on repeat and i’m just spiraling into this awful worry.",,True,anxiety,0.9939903020858765,agree
anxiety_0028,anxiety,28,"{'persona': 'a person living alone in a new city', 'trigger': 'pressure at work or school', 'register': 'short and blunt', 'length': 'medium'}","Ugh, just… can’t breathe sometimes. This presentation is tomorrow and I’m staring at the slides and it’s just a swirling mess in my head. Everyone keeps saying “you got this” but it feels like they don’t understand. Like, they don’t get that I’m already drowning in everything else. The new job is weird, my roommate’s gone, and now this. I keep replaying every little mistake I made in the proposal, like it’s going to somehow explode and ruin everything. Just need to… like, just get through it. Seriously, just get through it. I keep feeling this tightness in my chest, like I'm holding my breath and it’s not enough. I should probably go for a walk, but I'm too afraid to leave the apartment.",,True,anxiety,0.9005467295646667,agree
anxiety_0029,anxiety,29,"{'persona': 'a recently divorced person', 'trigger': 'money problems', 'register': 'short and blunt', 'length': 'long'}","Okay seriously, I’m losing it. Like, completely losing it. It’s just… everything. The bills are piling up, you know? I thought after… after everything, things would be simpler. Stupid, right? I was so convinced that being single would be this amazing, liberating thing. Turns out it’s just… more responsibility. More loneliness. And more money disappearing.

I checked my bank account again. Again. It’s like watching my life savings bleed out one tiny decimal point at a time. I keep staring at the numbers and they just… swim. I can’t even bring myself to look at my credit card statement. It’s just a visual representation of me failing.

I tried to call Mark – no dice. He’s… busy. Which is, you know, understandable. But it just makes it worse. It’s like he’s actively avoiding me. And honestly, I kind of get it. I’m a mess. A complete, utter mess. I keep replaying everything, every argument, every stupid thing I said or didn't say. It’s a loop. A horrible, repeating loop.

I just… I keep feeling this tightness in my chest, like I’m breathing through a straw. My hands are always clammy. I keep pacing. I can't sit still. It’s like my brain is stuck on repeat, just buzzing with worry. I keep thinking about how I’m going to pay the rent, how I’m going to eat, how I’m going to… just keep going. It’s exhausting. Just… exhausting. I wish someone would just tell me it’s going to be okay. But they won’t, will they?",,True,stress,0.9255456328392029,disagree
anxiety_0030,anxiety,30,"{'persona': 'a recently divorced person', 'trigger': 'loneliness and isolation', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'short'}","it's just… quiet. too quiet. used to be a constant stream of texts, calls, something. now it’s just me and the rain. i keep expecting him to just… show up. like it hasn’t been six months. feels like i’m fading away a little bit every day.",,True,depression,0.9769267439842224,disagree
anxiety_0031,anxiety,31,"{'persona': 'a young professional', 'trigger': 'a relationship breakup', 'register': 'short and blunt', 'length': 'short'}","Everything just feels…heavy. Like I’m carrying this giant weight around and I don’t even know where it came from. Just constantly on edge, waiting for something bad to happen. Ugh, I hate this.",,True,anxiety,0.968374490737915,agree
anxiety_0032,anxiety,32,"{'persona': 'a university student in exam season', 'trigger': 'money problems', 'register': 'hesitant, lots of qualifiers like ""idk"" and ""maybe""', 'length': 'short'}","Ugh, seriously stressing about this exam and also… like, rent is due next week and idk how i’m gonna cover it. Everything feels so heavy. Maybe if i just study harder, it’ll all be okay? But it probably won’t, you know? Just a really bad feeling.",,True,stress,0.9956712126731873,disagree
anxiety_0033,anxiety,33,"{'persona': 'a recent graduate living back home', 'trigger': 'sleep problems', 'register': 'hesitant, lots of qualifiers like ""idk"" and ""maybe""', 'length': 'long'}","Okay, so this is probably dumb, but I just… I can’t sleep. Like, seriously can’t. I know, I know, I should be excited about, you know, being back home and having *time* – which is a weird thing to say, right? Like, I *should* be enjoying it. But it's just… a lot. I keep lying in bed staring at the ceiling and my thoughts just… spiral. It’s not like specific things, it's just… everything. I keep replaying conversations from college, things I said, things I didn’t say, and it’s like, did I do the right thing? Did I say the right thing? I don’t even remember what I was thinking, but I’m convinced I messed up.

And then I start worrying about finding a job, obviously, which is terrifying. Everyone keeps saying ‘the market is tough’ and honestly, I just feel like I'm going to be stuck here forever, flipping burgers or something. Ugh, that’s awful to think about. I tried reading, but I keep getting distracted by, like, the dust motes in the sunlight or the sound of the fridge. It's stupid, I know. I've been up for hours, just pacing and then going back to bed and then just… feeling like I’m going to throw up. Maybe I should just call Mom? But she’ll just tell me to ‘get a hobby’ or ‘exercise.’ Like that’s the solution to everything. I don't even know what to do. I just feel… overwhelmed, I guess. Like I’m drowning in a sea of ‘what ifs’ and ‘could have beens.’ I just want to feel normal, you know? Like, a little bit calm. Idk, maybe it’s just a bad week. Or maybe it’s… more than that.",,True,stress,0.8643567562103271,disagree
anxiety_0034,anxiety,34,"{'persona': 'a university student in exam season', 'trigger': 'social situations', 'register': 'long and rambling with run-on sentences', 'length': 'medium'}","okay so like, this party tonight was just... a lot, you know? i spent basically the whole time hovering near the doorway, just watching people talk and laughing and it felt like everyone was having the *best* time except me. i tried to say hi to a couple of people i kinda know from classes, but my voice just came out all squeaky and i totally stumbled over my words, like i was speaking another language. and then i just started sweating, seriously, i could feel it dripping down my back. everyone seemed to be paired up in little groups, you know? and i just... froze. i wanted to disappear, honestly. it’s like, i’m suddenly acutely aware of every single awkward silence and every glance that isn’t directed at me. i keep thinking about tomorrow’s exam, and how if i fail, this feeling will just keep looping. it's stupid, i know, but i just need to breathe, i think.",,True,anxiety,0.893653929233551,agree
anxiety_0035,anxiety,35,"{'persona': 'a recently divorced person', 'trigger': 'an anniversary of a hard event', 'register': 'lowercase, hurried, minimal punctuation', 'length': 'long'}","it’s… it’s today. october twenty-seventh. feels like a punch to the gut every single time i see the date. honestly i don’t even know why i’m typing this. it just… keeps happening. this feeling. like a record stuck on repeat. it’s been six months since… well, you know. six months since everything just… shattered. i keep expecting it to be different, you know? like maybe if i just… breathe, or eat something, or call someone, it’ll fade. but it doesn’t. it just sits there, this heavy blanket draped over me.

i keep replaying it all in my head, like a broken film reel. the arguments, the silence, the way he looked at me. it’s awful. i should probably try to distract myself. go for a walk, i guess. but i can’t even bring myself to put on shoes. my legs feel like lead. everything feels… sharp. like little knives digging into my skin. i keep thinking about all the things we *didn’t* say. all the things we *should* have. it’s stupid, i know, to still be obsessing over it this much. but it’s just… so much.

i keep imagining him calling. just a normal, casual hello. and then i freeze. i just… stop. it’s like my brain short-circuits. and then i have to remind myself that he doesn't. and that's supposed to make me feel better, right? it doesn't. it just makes me feel… emptier. i just wish i could just… not feel this. like, just for one day. is that too much to ask? i don’t even know. i just… i just need to stop thinking.",,True,depression,0.98978191614151,disagree
